beat_id,percent,date
51,997,2018
51,1138,2019
51,1081,2020
53,592,2014
53,619,2015
53,601,2016
53,652,2017
53,606,2018
53,595,2019
53,600,2020
54,369,2014
54,361,2015
54,332,2016
54,315,2017
54,338,2018
54,345,2019
54,61,2020
55,716,2014
55,664,2015
55,832,2016
55,835,2017
55,1048,2018
55,1130,2019
55,890,2020
56,452,2014
56,514,2015
56,504,2016
56,461,2017
56,412,2018
56,198,2019
56,24,2020
57,800,2014
57,701,2015
57,769,2016
57,610,2017
57,792,2018
57,1184,2019
57,958,2020
58,356,2014
58,337,2015
58,278,2016
58,368,2017
58,357,2018
58,237,2019
58,72,2020
59,676,2014
59,647,2015
59,783,2016
59,984,2017
59,934,2018
59,1282,2019
59,976,2020
60,435,2014
60,216,2015
60,263,2016
60,369,2017
60,350,2018
60,487,2019
60,113,2020
61,714,2014
61,669,2015
61,812,2016
61,915,2017
61,1052,2018
61,1171,2019
61,952,2020
62,373,2014
62,372,2015
62,381,2016
62,528,2017
62,529,2018
62,516,2019
62,74,2020
63,419,2014
63,552,2015
63,478,2016
63,620,2017
63,505,2018
63,457,2019
63,485,2020
64,256,2014
64,273,2015
64,234,2016
64,333,2017
64,327,2018
64,359,2019
64,60,2020
65,818,2014
65,672,2015
65,522,2016
65,882,2017
65,961,2018
65,1104,2019
65,902,2020
66,433,2014
66,310,2015
66,227,2016
66,318,2017
66,265,2018
66,184,2019
66,66,2020
67,730,2014
67,706,2015
67,434,2016
67,746,2017
67,860,2018
67,1006,2019
67,966,2020
68,454,2014
68,362,2015
68,209,2016
68,318,2017
68,240,2018
68,294,2019
68,90,2020
69,963,2014
69,946,2015
69,1049,2016
69,930,2017
69,1004,2018
69,1153,2019
69,1085,2020
71,205,2014
71,661,2015
71,686,2016
71,713,2017
71,728,2018
71,710,2019
71,129,2020
72,485,2014
72,477,2015
72,586,2016
72,681,2017
72,632,2018
72,712,2019
72,123,2020
73,8,2016
73,2,2018
74,1,2015
74,203,2017
74,5,2018
74,0,2019
74,6,2020
76,1,2018
76,1,2020
78,1,2014
78,1,2016
78,1,2017
78,3,2018
78,4,2019
78,3,2020
80,1,2014
80,1,2016
80,1,2018
80,0,2019
82,2,2014
82,1,2015
82,2,2017
82,1,2018
84,1,2016
84,1,2018
86,1,2018
86,1,2019
87,131,2014
87,122,2015
87,77,2016
87,19,2017
87,11,2018
87,8,2019
87,9,2020
88,7,2017
88,1,2018
88,4,2019
89,0,2017
89,1,2018
89,1,2019
89,0,2020
90,0,2017
90,1,2018
90,1,2019
92,1,2019
95,1,2015
95,1,2016
95,3,2017
95,1,2018
98,1,2017
98,1,2018
99,4,2014
99,31,2015
99,16,2016
99,2,2019
100,2,2018
102,3,2014
102,1,2015
102,0,2017
102,80,2018
102,53,2019
102,97,2020
103,24,2017
103,509,2018
103,749,2019
103,439,2020
104,1,2018
106,1,2018
106,1,2019
107,3,2014
107,4,2016
107,0,2017
107,5,2018
107,24,2019
107,2,2020
108,7,2018
108,4,2020
111,1,2015
111,28,2017
111,39,2018
111,105,2019
111,31,2020
112,88,2014
112,107,2015
112,143,2016
112,99,2017
112,87,2018
112,4,2019
112,27,2020
114,2,2017
114,1,2019
116,67,2014
116,7,2015
116,17,2018
116,5,2019
119,387,2014
119,383,2015
119,388,2016
119,381,2017
119,345,2018
119,349,2019
119,129,2020
120,269,2014
120,363,2015
120,1,2016
120,193,2018
120,128,2019
120,110,2020
121,401,2014
121,395,2015
121,532,2016
121,599,2017
121,315,2018
121,446,2019
121,383,2020
122,316,2014
122,393,2015
122,297,2016
122,211,2017
122,98,2018
122,325,2019
122,302,2020
125,51,2014
125,9,2015
125,2,2016
125,3,2017
125,1,2018
125,5,2019
125,3,2020
126,2,2016
127,364,2014
127,380,2015
127,360,2016
127,138,2017
127,212,2018
127,142,2019
127,301,2020
128,265,2014
128,184,2015
128,280,2016
128,401,2017
128,417,2018
128,435,2019
128,232,2020
129,402,2014
129,408,2015
129,269,2016
129,402,2017
129,234,2018
129,121,2019
129,129,2020
130,115,2014
130,50,2015
130,85,2016
130,2,2018
130,213,2019
130,335,2020
131,39,2014
131,19,2015
131,4,2018
131,54,2019
131,9,2020
132,1,2018
132,1,2019
132,1,2020
133,357,2014
133,376,2015
133,364,2016
133,194,2017
133,404,2018
133,228,2019
133,123,2020
134,296,2014
134,262,2015
134,424,2016
134,527,2017
134,581,2018
134,545,2019
134,98,2020
135,394,2014
135,206,2015
135,203,2016
135,207,2017
135,310,2018
135,200,2019
135,269,2020
136,116,2014
136,325,2015
136,598,2016
136,707,2017
136,37,2018
136,380,2019
136,292,2020
141,2,2014
141,2,2016
141,11,2018
141,25,2019
141,14,2020
142,393,2014
142,396,2015
142,394,2016
142,419,2017
142,363,2018
142,140,2019
142,178,2020
143,392,2014
143,388,2015
143,359,2016
143,408,2017
143,310,2018
143,327,2019
143,275,2020
144,305,2014
144,332,2015
144,386,2016
144,444,2017
144,457,2018
144,406,2019
144,102,2020
145,386,2014
145,394,2015
145,375,2016
145,388,2017
145,390,2018
145,396,2019
145,237,2020
147,64,2014
147,24,2015
147,2,2016
147,4,2017
147,136,2018
147,129,2019
147,109,2020
148,333,2014
148,301,2015
148,392,2016
148,395,2017
148,341,2018
148,251,2019
148,246,2020
149,291,2014
149,415,2015
149,387,2016
149,346,2017
149,229,2018
149,207,2019
149,248,2020
150,270,2014
150,361,2015
150,401,2016
150,407,2017
150,438,2018
150,427,2019
150,315,2020
154,370,2014
154,244,2015
154,193,2016
154,222,2017
154,383,2018
154,446,2019
154,288,2020
155,329,2014
155,308,2015
155,179,2016
155,218,2017
155,312,2018
155,203,2019
155,201,2020
156,329,2014
156,377,2015
156,362,2016
156,195,2017
156,506,2018
156,278,2019
156,145,2020
157,372,2014
157,468,2015
157,439,2016
157,245,2017
157,208,2018
157,364,2019
157,179,2020
158,192,2014
158,208,2015
158,180,2016
158,219,2017
158,7,2018
158,107,2019
158,118,2020
159,1388,2014
159,1194,2015
159,1023,2016
159,1230,2017
159,1150,2018
159,1339,2019
159,1203,2020
160,675,2014
160,734,2015
160,599,2016
160,721,2017
160,730,2018
160,728,2019
160,129,2020
161,1377,2014
161,1119,2015
161,1042,2016
161,1282,2017
161,1358,2018
161,1422,2019
161,1340,2020
162,704,2014
162,723,2015
162,724,2016
162,724,2017
162,721,2018
162,726,2019
162,129,2020
163,22,2014
163,32,2015
163,0,2020
164,1,2014
164,3,2015
164,2,2017
164,6,2018
164,5,2019
165,1,2016
165,1,2017
165,3,2020
166,1,2016
166,3,2017
166,21,2018
166,4,2019
167,371,2014
167,362,2015
167,345,2016
167,277,2017
167,329,2018
167,292,2019
167,50,2020
169,4,2015
169,4,2016
169,167,2017
169,218,2018
169,315,2019
169,77,2020
176,10,2016
176,1,2020
177,362,2014
177,238,2015
177,264,2016
177,244,2017
177,262,2018
177,267,2019
177,171,2020
178,355,2014
178,440,2015
178,426,2016
178,432,2017
178,422,2018
178,430,2019
178,308,2020
179,174,2014
179,243,2015
179,227,2016
179,231,2017
179,245,2018
179,250,2019
179,171,2020
180,176,2014
180,216,2015
180,176,2016
180,143,2020
181,214,2014
181,208,2015
181,218,2016
181,221,2017
181,226,2018
181,231,2019
181,160,2020
182,173,2014
182,220,2015
182,219,2016
182,216,2017
182,220,2018
182,212,2019
182,254,2020
183,127,2014
183,17,2020
184,200,2014
184,197,2015
184,198,2016
184,181,2017
184,202,2018
184,189,2019
184,154,2020
185,191,2014
185,261,2015
185,258,2016
185,256,2017
185,254,2018
185,396,2019
185,296,2020
186,279,2014
186,219,2015
186,257,2016
186,445,2017
186,425,2018
186,380,2019
186,174,2020
187,187,2014
187,290,2015
187,227,2016
187,243,2017
187,234,2018
187,212,2019
187,167,2020
188,184,2014
188,133,2015
188,206,2016
188,227,2017
188,246,2018
188,213,2019
188,193,2020
189,197,2014
189,198,2015
189,198,2016
189,210,2017
189,137,2018
189,0,2019
190,155,2014
190,177,2015
190,197,2016
190,195,2017
190,195,2018
190,168,2019
190,167,2020
191,185,2014
191,186,2015
191,194,2016
191,210,2017
191,208,2018
191,199,2019
191,146,2020
192,135,2014
192,53,2015
192,194,2016
192,218,2017
192,211,2018
192,209,2019
192,146,2020
193,82,2014
193,114,2015
193,14,2016
193,110,2017
194,211,2014
194,207,2015
194,203,2016
194,191,2017
194,49,2018
194,2,2019
194,1,2020
195,170,2014
195,190,2015
195,183,2016
195,173,2017
195,184,2018
195,143,2019
196,179,2014
196,185,2015
196,169,2016
196,5,2017
197,195,2014
197,189,2015
197,200,2016
197,241,2017
197,235,2018
197,185,2019
198,136,2014
198,1,2019
198,1,2020
199,47,2015
199,180,2016
199,194,2017
199,181,2018
199,171,2019
200,72,2014
200,114,2015
200,72,2018
200,3,2019
201,121,2014
201,174,2015
201,185,2016
201,9,2017
201,60,2018
202,0,2020
210,1,2019
211,222,2014
211,203,2015
211,106,2016
211,114,2017
211,124,2018
211,214,2019
211,149,2020
212,201,2014
212,172,2015
212,161,2016
212,236,2017
212,239,2018
212,157,2019
212,58,2020
213,226,2014
213,217,2015
213,216,2016
213,230,2017
213,119,2018
213,177,2019
213,130,2020
214,227,2014
214,220,2015
214,203,2016
214,232,2017
214,214,2018
214,201,2019
214,47,2020
215,211,2014
215,212,2015
215,71,2016
216,223,2014
216,190,2015
216,8,2016
216,13,2017
217,0,2014
217,106,2016
217,1,2017
217,1,2019
218,0,2014
219,35,2017
219,5,2018
221,1,2019
222,1,2015
228,1,2019
229,1,2019
231,52,2014
231,83,2015
231,184,2016
231,200,2017
231,197,2018
231,176,2019
231,89,2020
232,193,2014
232,76,2015
232,0,2016
232,1,2020
233,121,2014
233,190,2015
233,170,2016
233,2,2017
234,30,2014
234,192,2015
234,170,2016
234,8,2017
235,184,2014
235,121,2015
235,31,2016
235,92,2017
235,122,2018
235,205,2019
235,164,2020
236,107,2014
236,172,2015
236,188,2016
236,222,2017
236,47,2018
236,0,2019
237,195,2014
237,151,2015
237,0,2016
238,180,2014
238,191,2015
238,148,2016
238,200,2017
238,193,2018
238,205,2019
238,131,2020
239,126,2014
239,141,2015
239,143,2016
239,202,2017
239,233,2018
239,44,2019
240,175,2014
240,186,2015
240,182,2016
240,208,2017
240,195,2018
240,183,2019
241,7,2019
242,114,2014
242,219,2015
242,209,2016
242,256,2017
242,257,2018
242,158,2019
244,1,2015
244,112,2018
249,1,2018
252,192,2014
252,191,2015
252,177,2016
252,173,2017
252,158,2018
252,153,2019
253,112,2014
253,108,2015
253,186,2016
253,205,2017
253,209,2018
253,201,2019
253,161,2020
254,184,2014
254,175,2015
254,108,2016
254,54,2017
254,63,2018
254,23,2019
255,176,2014
255,184,2015
255,111,2016
255,100,2017
255,131,2018
255,49,2019
255,1,2020
256,182,2014
256,197,2015
256,192,2016
256,218,2017
256,210,2018
256,193,2019
256,48,2020
257,125,2014
257,197,2015
257,183,2016
257,230,2017
257,226,2018
257,143,2019
258,206,2014
258,407,2015
258,352,2016
258,416,2017
258,233,2018
258,133,2019
259,142,2014
259,52,2015
259,129,2016
259,17,2017
260,190,2014
260,229,2015
260,191,2016
260,214,2017
260,189,2018
260,49,2019
261,154,2014
261,5,2019
262,169,2014
262,14,2015
262,72,2018
262,77,2019
263,81,2014
263,196,2015
263,199,2016
263,212,2017
263,208,2018
263,113,2019
264,1,2016
264,133,2018
264,0,2019
266,48,2015
266,191,2016
266,189,2017
266,195,2018
266,74,2019
268,1,2018
268,2,2019
273,172,2014
273,165,2015
273,185,2016
273,116,2017
273,199,2018
273,50,2019
273,68,2020
274,197,2014
274,183,2015
274,48,2016
274,61,2018
274,2,2019
275,156,2014
275,147,2015
275,312,2016
275,206,2017
275,196,2018
275,170,2019
276,66,2016
276,203,2017
276,204,2018
276,201,2019
276,1,2020
277,205,2014
277,199,2015
277,201,2016
277,118,2017
277,145,2018
277,90,2019
277,147,2020
278,5,2014
278,152,2016
278,219,2017
278,198,2018
278,203,2019
278,52,2020
279,189,2014
279,193,2015
279,191,2016
279,207,2017
279,86,2018
279,207,2019
279,147,2020
280,164,2014
280,155,2015
280,86,2016
280,102,2018
280,167,2019
281,188,2014
281,189,2015
281,193,2016
281,68,2017
281,8,2019
281,2,2020
283,198,2014
283,187,2015
283,158,2016
283,184,2017
283,204,2018
283,177,2019
283,0,2020
284,155,2018
284,5,2019
285,329,2016
285,399,2017
285,575,2018
285,143,2019
285,1,2020
286,1,2018
288,3,2018
289,135,2015
289,202,2016
289,211,2017
289,362,2018
289,100,2019
291,34,2019
291,88,2020
294,188,2014
294,206,2015
294,200,2016
294,240,2017
294,196,2018
294,202,2019
294,148,2020
295,174,2014
295,130,2015
295,170,2016
295,199,2017
295,197,2018
295,205,2019
295,138,2020
296,183,2014
296,206,2015
296,81,2016
296,12,2019
296,0,2020
297,77,2014
297,0,2015
297,50,2016
297,48,2017
297,210,2018
297,71,2019
297,7,2020
298,166,2014
298,200,2015
298,216,2016
298,232,2017
298,227,2018
298,200,2019
299,143,2014
299,163,2015
299,171,2016
299,44,2017
299,185,2018
299,37,2019
299,2,2020
300,150,2014
300,187,2015
300,177,2016
300,126,2017
300,5,2019
301,4,2014
301,107,2016
301,208,2017
301,187,2018
301,189,2019
301,102,2020
302,5,2014
302,136,2016
302,207,2017
302,196,2018
302,187,2019
302,127,2020
303,7,2014
303,4,2016
304,135,2014
304,130,2015
304,179,2018
304,6,2019
305,4,2014
306,185,2018
306,7,2019
315,1,2014
315,46,2015
315,1,2016
316,68,2014
316,14,2016
316,35,2017
316,35,2018
316,32,2019
316,2,2020
317,179,2014
317,172,2015
317,81,2016
317,35,2017
317,38,2018
317,31,2019
317,1,2020
318,172,2014
318,179,2015
318,85,2016
318,102,2017
318,194,2018
318,130,2019
318,0,2020
319,178,2014
319,173,2015
319,64,2016
319,33,2017
319,30,2018
319,32,2019
319,0,2020
320,179,2014
320,187,2015
320,70,2016
320,31,2017
320,36,2018
320,31,2019
320,2,2020
321,176,2014
321,171,2015
321,67,2016
321,35,2017
321,36,2018
321,4,2019
322,139,2014
322,193,2015
322,61,2016
322,30,2017
322,37,2018
322,28,2019
322,2,2020
323,2,2014
323,14,2016
323,33,2017
323,15,2018
323,28,2019
323,2,2020
324,1,2014
324,13,2016
324,15,2017
324,35,2018
324,33,2019
324,1,2020
325,1,2014
325,14,2016
325,35,2017
325,39,2018
325,33,2019
325,2,2020
326,2,2014
326,13,2016
326,32,2017
326,4,2018
326,58,2019
326,23,2020
327,2,2014
327,14,2016
327,31,2017
327,37,2018
327,30,2019
327,2,2020
328,1,2014
328,14,2016
328,31,2017
328,37,2018
328,32,2019
328,1,2020
329,1,2014
329,14,2016
329,30,2017
329,38,2018
329,27,2019
329,1,2020
330,2,2014
330,16,2016
330,31,2017
330,38,2018
330,37,2019
330,7,2020
331,3,2014
331,16,2016
331,31,2017
331,39,2018
331,32,2019
331,2,2020
332,3,2014
332,32,2017
332,39,2018
332,32,2019
332,2,2020
333,3,2014
333,14,2016
333,31,2017
333,36,2018
333,31,2019
333,2,2020
334,1,2014
334,14,2016
334,32,2017
334,35,2018
334,35,2019
334,3,2020
335,1,2014
335,16,2016
335,39,2017
335,38,2018
335,28,2019
335,2,2020
336,3,2014
336,14,2016
336,37,2017
336,38,2018
336,26,2019
336,1,2020
337,1,2014
337,14,2016
337,30,2017
337,38,2018
337,30,2019
337,1,2020
338,3,2014
338,14,2016
338,34,2017
338,38,2018
338,27,2019
338,10,2020
339,0,2014
339,13,2016
339,35,2017
339,37,2018
339,25,2019
339,2,2020
340,1,2014
340,14,2016
340,33,2017
340,37,2018
340,28,2019
340,2,2020
341,2,2014
341,15,2016
341,3,2017
341,36,2018
341,24,2019
341,2,2020
342,1,2015
343,32,2014
343,26,2015
343,2,2016
343,1,2017
343,1,2018
343,21,2019
343,2,2020
344,30,2014
344,25,2015
344,2,2016
344,1,2018
344,25,2019
344,2,2020
345,33,2014
345,27,2015
345,0,2016
345,27,2019
345,2,2020
346,70,2014
346,25,2015
346,0,2016
346,157,2018
346,105,2019
346,2,2020
347,34,2014
347,24,2015
347,1,2016
347,24,2019
347,2,2020
348,34,2014
348,25,2015
348,1,2016
348,27,2019
348,2,2020
349,30,2014
349,25,2015
349,2,2016
349,28,2019
349,2,2020
350,33,2014
350,25,2015
350,2,2016
350,27,2019
350,2,2020
351,32,2014
351,27,2015
351,0,2016
351,27,2019
351,3,2020
352,35,2014
352,27,2015
352,0,2016
353,32,2014
353,25,2015
353,1,2016
354,31,2014
354,26,2015
354,1,2016
355,33,2014
355,25,2015
355,1,2016
356,34,2014
356,27,2015
356,0,2016
357,34,2014
357,25,2015
357,0,2016
358,22,2014
358,67,2015
358,132,2016
358,1,2017
358,1,2018
359,33,2014
359,22,2015
359,2,2016
360,33,2014
360,24,2015
360,1,2016
361,34,2014
361,25,2015
361,1,2016
362,34,2014
362,25,2015
362,2,2016
362,1,2019
362,2,2020
363,30,2014
363,24,2015
363,2,2016
364,30,2014
364,28,2015
364,0,2016
364,6,2020
365,34,2014
365,29,2015
365,0,2016
366,34,2014
366,28,2015
366,0,2016
366,20,2019
366,80,2020
367,31,2014
367,25,2015
367,1,2016
368,29,2014
368,26,2015
368,1,2016
368,4,2019
368,17,2020
369,147,2014
369,1,2018
369,524,2019
369,446,2020
370,112,2014
370,192,2015
370,334,2016
370,448,2017
370,336,2018
370,396,2019
370,229,2020
371,76,2014
371,190,2015
371,189,2016
371,213,2017
371,180,2018
371,203,2019
371,128,2020
372,76,2014
372,57,2015
372,104,2016
372,193,2017
372,242,2018
372,174,2019
372,19,2020
373,365,2014
373,206,2015
373,325,2016
373,138,2017
373,45,2018
373,52,2019
373,74,2020
374,74,2014
374,84,2015
374,89,2016
374,63,2017
374,2,2018
375,4,2016
375,1,2018
377,443,2014
377,361,2015
377,353,2016
377,331,2017
377,512,2018
377,441,2019
377,514,2020
378,228,2014
378,228,2015
378,154,2016
378,1,2017
378,126,2018
378,218,2019
378,34,2020
379,214,2014
379,270,2015
379,261,2016
379,576,2017
379,676,2018
379,761,2019
379,195,2020
380,227,2014
380,294,2015
380,276,2016
380,216,2017
380,271,2018
380,289,2019
380,364,2020
381,1,2014
381,1,2016
381,1,2017
381,1,2018
381,1,2019
382,4,2014
382,31,2015
382,2,2016
382,1,2017
382,3,2018
382,187,2019
382,168,2020
383,137,2014
383,127,2015
383,211,2016
383,206,2017
383,196,2018
383,19,2019
383,10,2020
384,1112,2014
384,1063,2015
384,941,2016
384,750,2017
384,816,2018
384,716,2019
384,627,2020
385,3351,2014
385,3287,2015
385,2722,2016
385,2842,2017
385,3543,2018
385,3586,2019
385,2599,2020
386,5,2014
386,4,2015
386,4,2016
386,129,2018
386,178,2019
386,21,2020
387,75,2018
387,84,2019
387,13,2020
388,301,2018
388,500,2019
388,385,2020
389,153,2018
389,313,2019
389,197,2020
390,113,2018
390,17,2019
391,189,2014
391,193,2015
391,149,2016
391,1,2017
392,1,2014
392,2,2015
392,20,2016
392,100,2018
392,63,2019
392,19,2020
394,314,2014
394,219,2015
394,210,2016
394,297,2017
394,224,2018
394,16,2019
394,2,2020
395,307,2014
395,561,2015
395,447,2016
395,462,2017
395,319,2018
395,246,2019
395,159,2020
396,139,2014
396,173,2015
396,196,2016
396,336,2017
396,162,2018
396,242,2019
396,133,2020
397,83,2014
397,71,2015
397,75,2016
397,171,2017
397,41,2018
397,127,2019
397,40,2020
398,27,2014
398,2,2015
398,117,2016
398,112,2017
398,3,2018
398,15,2019
398,3,2020
399,0,2014
399,141,2016
399,68,2017
399,2,2020
402,2,2017
403,632,2014
403,625,2015
403,617,2016
403,638,2017
403,637,2018
403,548,2019
403,213,2020
404,262,2014
404,116,2015
404,10,2016
404,128,2017
404,30,2018
404,118,2019
404,107,2020
405,482,2014
405,778,2015
405,441,2016
405,385,2017
405,350,2018
405,287,2019
405,129,2020
406,167,2014
406,115,2015
406,113,2016
406,8,2018
406,153,2019
406,21,2020
407,991,2014
407,803,2015
407,735,2016
407,205,2017
407,189,2018
407,953,2019
407,500,2020
408,423,2014
408,434,2015
408,306,2016
408,38,2017
408,5,2018
408,153,2019
408,134,2020
409,408,2014
409,418,2015
409,241,2016
409,9,2017
409,9,2019
409,5,2020
410,381,2014
410,157,2015
410,203,2016
410,82,2017
410,0,2018
410,1,2019
410,99,2020
411,174,2014
411,137,2015
411,151,2016
411,1,2017
411,3,2018
411,1,2019
411,46,2020
412,2,2016
412,4,2020
413,4,2020
414,172,2014
414,196,2015
414,201,2016
414,203,2017
414,179,2018
414,8,2019
415,1,2014
415,22,2016
415,18,2017
415,164,2018
415,3,2019
415,2,2020
416,21,2014
416,32,2015
416,10,2016
416,39,2017
416,59,2018
416,14,2019
416,134,2020
417,245,2014
417,214,2015
417,220,2016
417,422,2017
417,164,2018
417,2,2019
417,1,2020
418,1,2014
418,0,2016
418,15,2017
418,198,2018
418,25,2019
419,3,2014
419,51,2016
419,77,2017
419,4,2018
420,33,2014
420,144,2018
420,374,2019
420,292,2020
421,7,2018
421,8,2019
422,0,2014
424,249,2014
424,209,2015
424,107,2016
424,1,2018
425,2,2017
426,82,2016
426,435,2017
426,432,2018
426,8,2019
431,546,2014
431,381,2015
431,415,2016
431,617,2017
431,675,2018
431,459,2019
431,519,2020
432,235,2014
432,193,2015
432,160,2016
432,212,2017
432,251,2018
432,319,2019
432,9,2020
433,1068,2014
433,1086,2015
433,1061,2016
433,1091,2017
433,1275,2018
433,1140,2019
433,1133,2020
434,703,2014
434,671,2015
434,562,2016
434,373,2017
434,574,2018
434,699,2019
434,20,2020
435,1085,2014
435,1068,2015
435,1120,2016
435,1118,2017
435,1374,2018
435,1008,2019
435,828,2020
438,686,2014
438,695,2015
438,576,2016
438,314,2017
438,310,2018
438,405,2019
438,13,2020
439,1077,2014
439,1072,2015
439,1094,2016
439,1035,2017
439,1189,2018
439,1007,2019
439,950,2020
441,43,2014
442,702,2014
442,700,2015
442,653,2016
442,459,2017
442,647,2018
442,717,2019
442,18,2020
443,1073,2014
443,1087,2015
443,1115,2016
443,1072,2017
443,1293,2018
443,1217,2019
443,1059,2020
444,1,2016
445,1,2016
446,712,2014
446,697,2015
446,673,2016
446,478,2017
446,504,2018
446,505,2019
446,18,2020
447,1106,2014
447,1076,2015
447,1100,2016
447,1098,2017
447,1233,2018
447,1110,2019
447,1003,2020
448,729,2014
448,696,2015
448,563,2016
448,688,2017
448,681,2018
448,700,2019
448,20,2020
449,619,2014
449,556,2015
449,598,2016
449,641,2017
449,673,2018
449,643,2019
449,647,2020
450,339,2014
450,311,2015
450,310,2016
450,266,2017
450,338,2018
450,347,2019
450,12,2020
451,1083,2014
451,1089,2015
451,1099,2016
451,1089,2017
451,1280,2018
451,1093,2019
451,1056,2020
453,0,2016
454,730,2014
454,716,2015
454,657,2016
454,500,2017
454,552,2018
454,527,2019
454,16,2020
455,1281,2014
455,1244,2015
455,1325,2016
455,1226,2017
455,1217,2018
455,1153,2019
455,1116,2020
456,706,2014
456,688,2015
456,698,2016
456,663,2017
456,628,2018
456,645,2019
456,21,2020
457,1074,2014
457,1086,2015
457,1091,2016
457,1112,2017
457,1247,2018
457,1076,2019
457,870,2020
458,688,2014
458,706,2015
458,690,2016
458,419,2017
458,582,2018
458,713,2019
458,21,2020
459,1161,2014
459,1116,2015
459,1136,2016
459,1062,2017
459,1205,2018
459,1136,2019
459,1060,2020
460,704,2014
460,700,2015
460,697,2016
460,684,2017
460,690,2018
460,681,2019
460,23,2020
461,1079,2014
461,1114,2015
461,1161,2016
461,1316,2017
461,1414,2018
461,1166,2019
461,1188,2020
462,702,2014
462,698,2015
462,712,2016
462,659,2017
462,688,2018
462,656,2019
462,20,2020
463,208,2014
463,282,2015
463,345,2016
463,305,2017
463,373,2018
463,465,2019
463,369,2020
464,146,2014
464,202,2015
464,143,2016
464,43,2017
464,178,2018
464,301,2019
464,5,2020
465,1088,2014
465,1076,2015
465,1126,2016
465,1089,2017
465,1106,2018
465,1180,2019
465,1100,2020
466,705,2014
466,720,2015
466,618,2016
466,624,2017
466,707,2018
466,675,2019
466,22,2020
467,1116,2014
467,1049,2015
467,1040,2016
467,879,2017
467,1048,2018
467,1156,2019
467,1132,2020
468,727,2014
468,721,2015
468,718,2016
468,691,2017
468,708,2018
468,667,2019
468,18,2020
469,1100,2014
469,1102,2015
469,1175,2016
469,1131,2017
469,1209,2018
469,1162,2019
469,1111,2020
470,706,2014
470,689,2015
470,691,2016
470,615,2017
470,645,2018
470,585,2019
470,18,2020
471,1087,2014
471,1083,2015
471,1096,2016
471,939,2017
471,1156,2018
471,1147,2019
471,948,2020
472,669,2014
472,637,2015
472,658,2016
472,576,2017
472,569,2018
472,657,2019
472,21,2020
473,1068,2014
473,1083,2015
473,1104,2016
473,1072,2017
473,1137,2018
473,910,2019
473,972,2020
474,686,2014
474,651,2015
474,692,2016
474,609,2017
474,622,2018
474,653,2019
474,19,2020
475,128,2014
475,57,2015
475,178,2016
475,84,2017
475,202,2018
475,292,2019
475,286,2020
476,63,2014
476,39,2015
476,39,2016
476,8,2017
476,3,2018
476,131,2019
476,2,2020
477,946,2014
477,715,2015
477,647,2016
477,468,2017
477,399,2018
